scorer,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015,DLC_Resnet50_capstoneTop50Nov8shuffle1_snapshot_015
bodyparts,nose,nose,nose,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear,spine_middle,spine_middle,spine_middle,tail_base,tail_base,tail_base,tail_middle,tail_middle,tail_middle,tail_tip,tail_tip,tail_tip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,319.96707,219.8759,0.008236025,326.1418,212.73592,0.0068517295,326.49203,212.98582,0.009621321,326.5614,212.41403,0.009042908,228.39655,245.65366,0.011861252,556.8397,88.61262,0.014239589,561.47614,74.00231,0.024359897
1,319.96774,219.8759,0.008227845,326.1418,212.73592,0.006843172,326.49203,212.98582,0.009619304,326.5614,212.41403,0.009050338,228.39656,245.65366,0.011853342,556.84015,88.61268,0.014236809,561.47614,74.00231,0.024346607
2,319.968,219.8759,0.008226269,326.14267,212.73592,0.006843338,326.49203,212.98582,0.0096255895,326.56186,212.41423,0.009056556,228.39716,245.65366,0.011853135,556.84033,88.61379,0.014241157,561.47614,74.00231,0.024365043
3,320.67975,205.84183,0.0075991084,326.1434,212.73572,0.0056828684,326.49203,212.88899,0.009003199,326.5627,212.41437,0.009360461,348.02167,198.8416,0.01139951,572.7234,154.56342,0.019241361,561.3709,73.91588,0.029945789
4,573.80237,156.16313,0.012125212,326.1809,212.72789,0.006476957,326.49072,198.5533,0.010051508,326.5627,212.41423,0.010084821,348.02167,198.8416,0.011972747,573.1036,154.56342,0.034165148,561.3,73.91588,0.030295122
5,573.80237,156.16313,0.010929484,326.1976,212.68488,0.006432358,326.49072,198.55194,0.010071341,326.3844,212.38808,0.009882015,348.02167,198.8416,0.011683185,573.1036,154.64642,0.030498175,561.24097,73.91588,0.033079654
6,573.80237,156.16313,0.012560779,326.22003,212.55437,0.006444736,326.5055,198.48991,0.009966136,310.2913,212.03589,0.009390935,347.9152,198.8416,0.01664371,573.1036,154.64642,0.03513564,307.23322,279.02106,0.0291576
7,334.02484,197.9584,0.008647446,326.23273,212.55327,0.0062531186,326.50833,198.46257,0.010233652,310.21155,212.03319,0.009534365,316.16635,198.77866,0.013728113,572.68286,154.81517,0.021340659,307.2312,280.26877,0.02447675
8,321.16205,205.60146,0.008477638,326.23273,212.55327,0.006148529,326.5447,198.46257,0.010358238,310.12387,212.03319,0.009282714,316.16635,198.91301,0.014801945,572.6668,154.88603,0.024266336,307.22433,280.26877,0.02404871
9,321.14392,205.65575,0.008709781,326.23334,212.55437,0.006016741,326.5618,198.4754,0.010290095,310.12387,212.03319,0.009310759,347.9152,198.90588,0.0141078215,572.59436,154.88716,0.020077227,307.22433,280.26877,0.024151236
10,321.1387,205.70576,0.008751738,326.23273,212.5815,0.0060473406,326.5618,198.44705,0.010390809,310.10876,212.03319,0.009264223,260.59708,161.20164,0.013227741,572.5747,154.88799,0.019855302,307.15884,280.21042,0.025416784
